A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,samples,K_value
1e-5,1e-5,1e-5,0.214366,1e-5,1e-5,1e-5,1e-5,1e-5,0.785544,1e-5,NA,NA,NA,NA,NIC267,11
0.368281,1e-5,0.049807,1e-5,0.048434,1e-5,1e-5,1e-5,1e-5,0.452486,0.080932,NA,NA,NA,NA,NIC268,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1.1e-5,0.163144,0.836765,1e-5,NA,NA,NA,NA,NIC269,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.691917,1e-5,1e-5,0.307993,1e-5,NA,NA,NA,NA,NIC271,11
1e-5,1e-5,1e-5,1e-5,1.1e-5,1e-5,1e-5,1e-5,0.031337,0.968573,1e-5,NA,NA,NA,NA,NIC272,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,NA,NA,NA,NA,NIC274,11
1e-5,1e-5,1e-5,0.169383,1e-5,1e-5,1.1e-5,1e-5,1e-5,0.830526,1e-5,NA,NA,NA,NA,NIC275,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,NA,NA,NA,NA,NIC276,11
1e-5,1e-5,1e-5,0.394955,1e-5,1e-5,1e-5,1e-5,0.604955,1e-5,1e-5,NA,NA,NA,NA,NIC277,11
1e-5,1e-5,0.021269,0.463088,1e-5,1e-5,1e-5,1e-5,0.484239,0.028997,0.002347,NA,NA,NA,NA,NIC3,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,NA,NA,NA,NA,NIC501,11
1e-5,1e-5,1e-5,0.664857,1e-5,1e-5,1e-5,1e-5,0.335053,1e-5,1e-5,NA,NA,NA,NA,NIC511,11
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,NA,NA,NA,NA,NIC513,11
1e-5,1e-5,1.8e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999892,1e-5,NA,NA,NA,NA,NIC514,11
1e-5,1e-5,1e-5,0.334146,1e-5,1e-5,0.051678,1e-5,0.196771,0.417336,1e-5,NA,NA,NA,NA,NIC515,11
1e-5,0.094386,1e-5,0.420282,1e-5,1e-5,0.050353,1e-5,0.198222,0.236696,1e-5,NA,NA,NA,NA,NIC522,11
1e-5,1e-5,1e-5,0.463138,0.143358,1.4e-5,0.020281,1e-5,1e-5,0.373149,1e-5,NA,NA,NA,NA,NIC523,11
1e-5,1e-5,1e-5,0.268203,1e-5,1e-5,0.079686,1e-5,0.14343,0.327151,0.18147,NA,NA,NA,NA,NIC526,11
1e-5,0.027725,1e-5,0.154581,1e-5,1e-5,0.036296,1e-5,0.624523,0.156816,1e-5,NA,NA,NA,NA,NIC527,11
1e-5,1e-5,1e-5,0.762944,1e-5,1e-5,1e-5,1e-5,0.062372,0.174604,1e-5,NA,NA,NA,NA,NIC528,11
1e-5,0.069957,1e-5,0.685008,1e-5,1e-5,1e-5,1e-5,0.070933,0.174032,1e-5,NA,NA,NA,NA,NIC529,11
1e-5,1e-5,0.1275,0.87241,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,PB303,11
1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,PB306,11
1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,PS2025,11
1e-5,0.269674,1e-5,0.730226,1e-5,1e-5,2e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,PX179,11
0.043366,0.007539,0.097807,0.24636,1e-5,1e-5,0.07614,1e-5,1e-5,0.142644,0.386104,NA,NA,NA,NA,QG2075,11
1e-5,1e-5,0.089958,0.522272,1e-5,1e-5,1e-5,1e-5,1e-5,0.38769,1e-5,NA,NA,NA,NA,QG536,11
1e-5,1e-5,0.860267,1e-5,0.139643,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,QG556,11
1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,QG557,11
1e-5,1e-5,1e-5,0.519928,1e-5,0.048502,0.172277,1e-5,0.259223,1e-5,1e-5,NA,NA,NA,NA,QW947,11
1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,QX1211,11
0.043174,1e-5,0.806142,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.150604,NA,NA,NA,NA,QX1212,11
1e-5,1e-5,0.855445,0.144465,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,QX1233,11
0.559108,0.107565,0.137053,1e-5,0.061847,1e-5,1e-5,1e-5,1e-5,1e-5,0.134366,NA,NA,NA,NA,QX1791,11
1e-5,1e-5,1e-5,0.220457,0.617955,1e-5,1e-5,1e-5,1e-5,0.161508,1e-5,NA,NA,NA,NA,QX1792,11
1e-5,1e-5,1e-5,1e-5,0.875683,1e-5,1e-5,1.2e-5,1e-5,0.124224,1e-5,NA,NA,NA,NA,QX1793,11
1e-5,1e-5,0.10701,0.037616,0.855294,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,QX1794,11
1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,RC301,11
0.035989,1e-5,1e-5,1e-5,1e-5,1e-5,0.261792,1e-5,0.032126,1e-5,0.670023,NA,NA,NA,NA,WN2001,11
1e-5,0.235821,1e-5,0.611919,1e-5,1e-5,0.148065,1e-5,0.004125,1e-5,1e-5,NA,NA,NA,NA,WN2002,11
1e-5,1e-5,1e-5,0.495533,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.504377,NA,NA,NA,NA,WN2033,11
0.004214,0.388676,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.60703,1e-5,1e-5,NA,NA,NA,NA,WN2050,11
1e-5,1e-5,0.156637,1e-5,0.843273,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,XZ1513,11
1e-5,1.2e-5,1e-5,1e-5,1e-5,0.999894,1e-5,1e-5,1.3e-5,1e-5,1e-5,NA,NA,NA,NA,XZ1514,11
1e-5,1e-5,0.334387,1e-5,0.569182,0.096351,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,XZ1515,11
0.174719,1e-5,1e-5,1e-5,1e-5,0.624136,1e-5,0.201065,1e-5,1e-5,1e-5,NA,NA,NA,NA,XZ1516,11
0.578715,1e-5,1e-5,0.421205,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,AB1,10
1e-5,1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,BRC20067,10
1e-5,1.8e-5,1e-5,0.554392,1e-5,1e-5,1e-5,0.297173,0.148357,1e-5,NA,NA,NA,NA,NA,BRC20263,10
0.999908,1e-5,1e-5,1e-5,1.1e-5,1.1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,CB4851,10
0.372199,1e-5,1e-5,0.627721,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,CB4852,10
1e-5,1e-5,1e-5,0.819394,0.161437,1e-5,1e-5,0.019098,1e-5,1e-5,NA,NA,NA,NA,NA,CB4853,10
1e-5,1e-5,1e-5,0.508234,1e-5,1e-5,1e-5,0.491686,1e-5,1e-5,NA,NA,NA,NA,NA,CB4854,10
1e-5,1e-5,1e-5,0.751956,0.247964,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,CB4855,10
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,1e-5,NA,NA,NA,NA,NA,CB4856,10
1e-5,1e-5,1e-5,0.728469,0.271451,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,CB4857,10
1e-5,1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,CB4858,10
0.593297,1e-5,0.406623,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,CB4932,10
1e-5,1e-5,1e-5,0.33845,0.39265099999999997,1e-5,1.1e-5,0.268827,1e-5,1e-5,NA,NA,NA,NA,NA,CX11254,10
1e-5,1e-5,1e-5,0.465831,0.534089,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,CX11262,10
1e-5,1e-5,1e-5,0.241967,0.757949,1e-5,1e-5,1.1e-5,1.2e-5,1e-5,NA,NA,NA,NA,NA,CX11264,10
1e-5,1e-5,1e-5,0.586875,1e-5,1e-5,1e-5,0.413045,1e-5,1e-5,NA,NA,NA,NA,NA,CX11271,10
0.028089,1e-5,1e-5,0.493936,0.218249,1e-5,1e-5,0.259666,1e-5,1e-5,NA,NA,NA,NA,NA,CX11276,10
1e-5,1e-5,1e-5,0.235806,0.417311,1e-5,1e-5,0.346813,1e-5,1e-5,NA,NA,NA,NA,NA,CX11285,10
1e-5,1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,CX11292,10
1e-5,1e-5,0.057772,0.419735,0.369777,1e-5,1e-5,0.135805,1e-5,0.016861,NA,NA,NA,NA,NA,CX11307,10
1e-5,1e-5,1e-5,0.682209,0.31771,1e-5,1.1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,CX11314,10
1.5e-5,1e-5,1e-5,0.632455,0.36746,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,CX11315,10
1e-5,1e-5,0.760589,0.220116,1e-5,1e-5,1e-5,0.019225,1e-5,1e-5,NA,NA,NA,NA,NA,DL200,10
0.030024,1e-5,1e-5,0.585763,0.320817,1e-5,1e-5,0.063336,1e-5,1e-5,NA,NA,NA,NA,NA,DL226,10
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,1e-5,NA,NA,NA,NA,NA,DL238,10
1e-5,0.148637,1e-5,1e-5,0.851283,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA189,10
1e-5,1e-5,1e-5,1e-5,1e-5,0.999907,1.3e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA191,10
0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA252,10
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA347,10
1e-5,1e-5,1e-5,0.109732,0.867079,1e-5,1e-5,0.02312,1e-5,1e-5,NA,NA,NA,NA,NA,ECA348,10
1e-5,1e-5,1e-5,0.516315,0.483594,1.6e-5,1.5e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA349,10
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA36,10
1e-5,1e-5,1e-5,1e-5,1.2e-5,1e-5,0.999908,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA363,10
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,1e-5,NA,NA,NA,NA,NA,ECA369,10
1e-5,0.073503,1e-5,1e-5,0.882405,1e-5,1e-5,0.044022,1e-5,1e-5,NA,NA,NA,NA,NA,ECA372,10
1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA396,10
1e-5,1e-5,1e-5,1e-5,1e-5,0.162766,0.588407,1e-5,0.248758,1e-5,NA,NA,NA,NA,NA,ECA701,10
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,1e-5,NA,NA,NA,NA,NA,ECA703,10
1e-5,0.004158,1e-5,1e-5,0.995762,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA705,10
1e-5,0.159798,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.840122,1e-5,NA,NA,NA,NA,NA,ECA706,10
1e-5,0.215408,1e-5,1e-5,0.751707,1e-5,1e-5,1e-5,0.032815,1e-5,NA,NA,NA,NA,NA,ECA710,10
1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA712,10
1e-5,1e-5,1e-5,1e-5,1e-5,0.999909,1e-5,1e-5,1.1e-5,1e-5,NA,NA,NA,NA,NA,ECA722,10
1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA723,10
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA724,10
1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA730,10
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,1e-5,NA,NA,NA,NA,NA,ECA732,10
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,1e-5,NA,NA,NA,NA,NA,ECA733,10
1e-5,0.121533,1e-5,1e-5,0.878387,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA738,10
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA740,10
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA741,10
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA742,10
0.029475,1e-5,0.073307,1e-5,0.878644,1e-5,1e-5,0.018512,1.2e-5,1e-5,NA,NA,NA,NA,NA,ECA743,10
1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA744,10
1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA745,10
1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA746,10
1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA760,10
1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA768,10
1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA777,10
1.7e-5,0.999903,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA778,10
1e-5,0.999908,1e-5,1.2e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA807,10
1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ECA812,10
1e-5,1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ED3005,10
1e-5,1e-5,1e-5,0.845752,1e-5,1e-5,1e-5,0.154168,1e-5,1e-5,NA,NA,NA,NA,NA,ED3011,10
0.805181,1e-5,1e-5,0.194739,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ED3012,10
0.080878,1e-5,0.500865,0.418187,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,ED3017,10
1e-5,1e-5,1e-5,0.194704,1e-5,1e-5,1e-5,0.805216,1e-5,1e-5,NA,NA,NA,NA,NA,ED3040,10
1e-5,1e-5,0.179872,0.235938,1e-5,1e-5,1e-5,0.58412,1e-5,1e-5,NA,NA,NA,NA,NA,ED3046,10
1e-5,1e-5,1e-5,0.70249,1e-5,1e-5,1e-5,0.29743000000000003,1e-5,1e-5,NA,NA,NA,NA,NA,ED3048,10
1e-5,1e-5,0.174469,0.239535,1e-5,1e-5,1e-5,0.585925,1e-5,1e-5,NA,NA,NA,NA,NA,ED3049,10
1e-5,1e-5,1e-5,0.21151,1e-5,1e-5,1e-5,0.78841,1e-5,1e-5,NA,NA,NA,NA,NA,ED3052,10
1e-5,1e-5,1e-5,0.900029,1e-5,1e-5,1e-5,0.099891,1e-5,1e-5,NA,NA,NA,NA,NA,ED3073,10
1e-5,1e-5,0.04227,0.725443,1e-5,1e-5,1e-5,0.211315,1e-5,0.020912,NA,NA,NA,NA,NA,ED3077,10
0.409555,1e-5,1e-5,0.590365,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,EG4347,10
1e-5,1e-5,0.25523,0.586235,1e-5,1e-5,1e-5,0.05339,1e-5,0.105085,NA,NA,NA,NA,NA,EG4349,10
0.03421,1e-5,0.130538,0.18256,1e-5,1e-5,1e-5,0.647387,1e-5,0.005255,NA,NA,NA,NA,NA,EG4724,10
1e-5,1e-5,1e-5,0.06378,1e-5,1e-5,1e-5,0.629608,1e-5,0.306542,NA,NA,NA,NA,NA,EG4725,10
0.073521,1e-5,1e-5,0.926399,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,EG4946,10
1e-5,1e-5,1e-5,0.836788,1e-5,1e-5,1e-5,0.163132,1e-5,1e-5,NA,NA,NA,NA,NA,GXW1,10
0.275601,1e-5,0.182586,0.422599,1e-5,1e-5,1e-5,0.119154,1e-5,1e-5,NA,NA,NA,NA,NA,JT11398,10
1e-5,1e-5,1e-5,0.752584,1e-5,1e-5,1e-5,0.247336,1e-5,1e-5,NA,NA,NA,NA,NA,JU1088,10
1e-5,1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU1172,10
0.790057,1e-5,1e-5,0.209863,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU1200,10
0.701819,1e-5,0.187406,1e-5,1e-5,1e-5,1e-5,1e-5,0.110705,1e-5,NA,NA,NA,NA,NA,JU1212,10
1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU1213,10
1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU1242,10
0.246055,1e-5,0.753865,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU1246,10
0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU1249,10
0.418954,1e-5,1e-5,0.580966,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU1395,10
1e-5,1e-5,0.41053,0.111333,1e-5,1e-5,1e-5,0.434538,1e-5,0.043539,NA,NA,NA,NA,NA,JU1400,10
1e-5,1e-5,0.187421,0.591371,1e-5,1e-5,1e-5,0.221138,1e-5,1e-5,NA,NA,NA,NA,NA,JU1409,10
0.055711,1e-5,0.263177,0.578209,1e-5,1e-5,1e-5,0.102843,1e-5,1e-5,NA,NA,NA,NA,NA,JU1440,10
1e-5,1e-5,0.350477,1e-5,1e-5,1e-5,1e-5,0.649443,1e-5,1e-5,NA,NA,NA,NA,NA,JU1491,10
1e-5,1e-5,0.639157,0.360763,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU1530,10
0.767204,1e-5,1e-5,0.232716,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU1543,10
0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU1568,10
1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU1580,10
0.161625,1e-5,0.72029,0.031948,1e-5,1e-5,1e-5,1e-5,0.086077,1e-5,NA,NA,NA,NA,NA,JU1581,10
0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU1586,10
0.388198,1e-5,0.046466,0.45016,1e-5,1e-5,1e-5,0.04935,0.03236,0.033427,NA,NA,NA,NA,NA,JU1652,10
1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU1666,10
0.67476,1e-5,0.32516,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU1792,10
1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU1793,10
0.226733,1e-5,0.286782,0.486415,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU1808,10
0.740303,1e-5,1e-5,0.182466,1e-5,1e-5,1e-5,1e-5,0.077161,1e-5,NA,NA,NA,NA,NA,JU1896,10
0.085868,1e-5,0.914052,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU1934,10
0.014154,1e-5,0.514009,1e-5,1.6e-5,1e-5,1e-5,0.264983,0.206789,1e-5,NA,NA,NA,NA,NA,JU2001,10
1e-5,1e-5,0.199905,0.550968,1e-5,1e-5,1e-5,0.183523,0.044635,0.020919,NA,NA,NA,NA,NA,JU2007,10
1e-5,1.9e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1.1e-5,1e-5,NA,NA,NA,NA,NA,JU2016,10
0.062733,1e-5,1e-5,0.522858,0.210293,1e-5,1e-5,0.084109,0.119958,1e-5,NA,NA,NA,NA,NA,JU2017,10
0.138644,1e-5,0.831311,1e-5,1e-5,1e-5,1e-5,1e-5,0.029975,1e-5,NA,NA,NA,NA,NA,JU2106,10
0.022857,1e-5,0.826387,1e-5,1e-5,1e-5,1e-5,0.150686,1e-5,1e-5,NA,NA,NA,NA,NA,JU2131,10
0.218587,1e-5,0.78133300000000006,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU2141,10
0.61277,1e-5,1e-5,0.258314,1e-5,1e-5,1e-5,0.042285,0.045483,0.041099,NA,NA,NA,NA,NA,JU2234,10
1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU2250,10
0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU2257,10
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,NA,NA,NA,NA,NA,JU2316,10
1e-5,1e-5,0.149118,0.58548,1e-5,1e-5,1e-5,0.265332,1e-5,1e-5,NA,NA,NA,NA,NA,JU2464,10
1e-5,1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU2466,10
1e-5,1e-5,0.387278,0.612642,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU2478,10
0.135747,1e-5,0.03147,0.785802,1.3e-5,1e-5,1.8e-5,0.046909,1e-5,1e-5,NA,NA,NA,NA,NA,JU2513,10
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.269801,1e-5,0.730119,NA,NA,NA,NA,NA,JU2519,10
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,1e-5,1e-5,NA,NA,NA,NA,NA,JU2522,10
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99991,NA,NA,NA,NA,NA,JU2526,10
1e-5,1e-5,0.52916,0.47076,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU2534,10
0.999904,1.6e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU2565,10
0.782348,1e-5,0.117433,0.10015,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU2566,10
1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU2570,10
0.697149,1e-5,0.302771,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU2572,10
0.860548,1e-5,0.13937,1e-5,1e-5,1.2e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU2575,10
0.030078,1e-5,0.635708,0.234396,1e-5,1e-5,1e-5,1e-5,0.099757,1e-5,NA,NA,NA,NA,NA,JU2576,10
1e-5,1e-5,1e-5,0.470759,1e-5,1e-5,1e-5,0.529161,1e-5,1e-5,NA,NA,NA,NA,NA,JU2578,10
0.058003,1e-5,0.118308,1e-5,1e-5,1e-5,1e-5,0.330593,0.145635,0.347411,NA,NA,NA,NA,NA,JU258,10
1e-5,1e-5,0.008517,0.643083,0.348331,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU2581,10
1e-5,1e-5,0.07811,0.112724,1e-5,1e-5,1e-5,0.683682,1e-5,0.125424,NA,NA,NA,NA,NA,JU2586,10
1e-5,1e-5,0.172321,0.725154,1e-5,1e-5,1e-5,0.067824,1e-5,0.034641,NA,NA,NA,NA,NA,JU2587,10
0.813712,1e-5,0.087684,1e-5,1e-5,1e-5,1e-5,0.06216,1e-5,0.036384,NA,NA,NA,NA,NA,JU2592,10
1e-5,0.017967,0.105035,0.697756,0.179182,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU2593,10
1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU2600,10
1e-5,1e-5,0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU2610,10
1e-5,1e-5,1e-5,0.76682,0.020606,1e-5,1e-5,0.192303,0.020212,1e-5,NA,NA,NA,NA,NA,JU2619,10
0.502979,1e-5,0.428419,0.068533,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU2800,10
1e-5,1e-5,1e-5,0.449217,1e-5,1e-5,1e-5,0.176774,0.208226,0.165724,NA,NA,NA,NA,NA,JU2811,10
0.99991,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,JU2825,10
1e-5,1e-5,0.024149,0.709585,0.238985,1e-5,1e-5,1e-5,1e-5,0.027221,NA,NA,NA,NA,NA,JU2829,10
