cluster,frac_cluster,max_frac,isotypes
C,0.9999,0.9999,PS2025
C,0.9999,0.9999,QG557
C,1e-5,0.9999,QX1211
C,1e-5,0.9999,RC301
D,0.01215,0.314001,NIC195
D,0.268203,0.327151,NIC526
D,0.242701,0.335005,ED3011
D,1e-5,0.351847,JU258
D,0.322822,0.366712,JU3144
D,0.351926,0.375155,NIC166
D,0.278516,0.377106,JU2478
D,0.379173,0.379173,JU2853
D,0.204082,0.38002,JU1400
D,0.24636,0.386104,QG2075
D,0.272208,0.40346,JU2017
D,0.090919,0.41168,JU3137
D,0.076059,0.416813,JU2879
D,0.334146,0.417336,NIC515
D,0.420282,0.420282,NIC522
D,0.334683,0.426445,JU2862
D,0.372107,0.430619,JU323
D,0.044505,0.438872,NIC242
D,0.286364,0.441877,CX11271
D,1e-5,0.452486,NIC268
D,0.069194,0.452711,MY518
D,0.454041,0.454041,JU2811
D,0.383364,0.456677,JU3125
D,0.463138,0.463138,NIC523
D,0.159944,0.467065,JU2800
D,1e-5,0.467578,NIC199
D,0.463088,0.484239,NIC3
D,0.096592,0.490751,MY2147
D,0.493992,0.493992,BRC20263
D,0.352974,0.494246,ED3046
D,0.502314,0.502314,JU2007
D,0.348489,0.502642,ED3049
D,0.495533,0.504377,WN2033
D,0.505091,0.505091,JU642
D,0.42004,0.506807,JU830
D,0.507458,0.507458,JU346
D,0.10959,0.509916,MY2453
D,1e-5,0.510437,MY23
D,0.519928,0.519928,QW947
D,0.479872,0.520035,JU2907
D,0.520081,0.520081,JU2906
D,0.522272,0.522272,QG536
D,1e-5,0.524188,JU2001
D,0.533478,0.533478,CB4854
D,1e-5,0.537535,NIC259
D,0.537592,0.537592,NIC1
D,0.540785,0.540785,ED3017
D,0.457496,0.542414,JU2578
D,0.542764,0.542764,AB1
D,1e-5,0.547199,JU2838
D,0.386084,0.549732,JU360
D,0.404098,0.551605,JU2234
D,0.553552,0.553552,JU2534
D,0.336444,0.554878,JU2576
D,1e-5,0.559108,QX1791
D,0.267768,0.566412,JU847
D,1e-5,0.569182,XZ1515
D,0.222824,0.569544,EG4349
D,0.569549,0.569549,EG4946
D,0.574788,0.574788,NIC2
D,0.417306,0.582604,JU1530
D,0.582993,0.582993,JU1652
D,0.412869,0.587041,JU310
D,1e-5,0.58748,ECA701
D,0.185454,0.591298,CX11276
D,0.124487,0.593241,EG4725
D,0.024945,0.593461,NIC1049
D,0.183651,0.59957,CX11307
D,1e-5,0.604814,CB4932
D,0.394955,0.604955,NIC277
D,0.605505,0.605505,JU2841
D,1e-5,0.60703,WN2050
D,0.208539,0.60954,JU3127
D,0.611919,0.611919,WN2002
D,0.617716,0.617716,JU2878
D,0.220457,0.617955,QX1792
D,0.624069,0.624069,MY10
D,1e-5,0.624136,XZ1516
D,0.154581,0.624523,NIC527
D,0.626128,0.626128,JU2464
D,0.6276,0.6276,KR314
D,0.33299,0.632621,MY1
D,1e-5,0.635893,JU1491
D,1e-5,0.641916,NIC256
D,0.644812,0.644812,JU1409
D,0.20714,0.64855,EG4724
D,0.205326,0.648635,JU440
D,0.34785,0.65206,JU1543
D,0.288859,0.653356,JU774
D,0.313585,0.654548,JU1896
D,0.154338,0.655669,JU2586
D,1e-5,0.656296,CX11254
D,0.171678,0.65758,JU1581
D,1e-5,0.659791,MY2573
D,1e-5,0.662305,CX11285
D,0.664857,0.664857,NIC511
D,0.333723,0.666187,MY2741
D,0.026341,0.66968,JU782
D,1e-5,0.670023,WN2001
D,0.670979,0.670979,NIC207
D,1e-5,0.671094,NIC266
D,0.674056,0.674056,JU2619
D,0.675313,0.675313,EG4347
D,0.05976,0.677598,ED3005
D,0.679449,0.679449,NIC255
D,0.679556,0.679556,ED3048
D,0.316912,0.682998,JU1200
D,0.685008,0.685008,NIC529
D,1e-5,0.685022,JU1808
D,0.313393,0.686517,JU2016
D,0.687095,0.687095,JU1440
D,1e-5,0.689435,JU1792
D,0.690335,0.690335,JT11398
D,1e-5,0.691917,NIC271
D,0.306945,0.692965,CB4853
D,1e-5,0.699168,NIC251
D,0.066757,0.701671,NIC260
D,0.285364,0.707546,MY772
D,1e-5,0.709448,JU2572
D,1e-5,0.713829,JU2519
D,1e-5,0.720652,ECA738
D,0.27856,0.72135,ED3012
D,0.277931,0.721979,ED3040
D,0.137152,0.722598,DL226
D,1e-5,0.725328,JU1212
D,0.272862,0.727048,CX11292
D,0.730147,0.730147,MY2212
D,0.730226,0.730226,PX179
D,0.174635,0.736236,DL200
D,0.746648,0.746648,JU1395
D,0.25064,0.74927,ED3052
D,1e-5,0.749686,JU1246
D,0.75534,0.75534,ED3077
D,0.756458,0.756458,MY2535
D,0.758862,0.758862,JU3128
D,0.760836,0.760836,NIC231
D,0.762944,0.762944,NIC528
D,0.76489,0.76489,JU3134
D,0.234361,0.765549,JU1172
D,1e-5,0.766152,ECA372
D,0.113902,0.770245,JU2566
D,1e-5,0.780312,JU2141
D,0.780637,0.780637,MY2530
D,0.78102,0.78102,JU1088
D,0.065245,0.782558,JU311
D,0.214366,0.785544,NIC267
D,0.785725,0.785725,JU561
D,1e-5,0.7884,JU397
D,0.1127,0.791614,JU2587
D,0.792139,0.792139,CB4852
D,1e-5,0.794023,NIC1107
D,0.804639,0.804639,MY920
D,1e-5,0.806142,QX1212
D,0.809122,0.809122,MY679
D,0.184123,0.815787,CB4855
D,1e-5,0.816724,JU2592
D,0.169383,0.830526,NIC275
D,1e-5,0.831556,JU2131
D,1e-5,0.83492,JU2575
D,1e-5,0.836765,NIC269
D,1e-5,0.840683,JU393
D,1e-5,0.842304,ECA189
D,1e-5,0.843273,XZ1513
D,0.052205,0.84473,ECA743
D,1e-5,0.845197,JU2106
D,0.037616,0.855294,QX1794
D,0.144465,0.855445,QX1233
D,0.144126,0.855784,CX11315
D,1e-5,0.856741,ECA706
D,1e-5,0.860267,QG556
D,0.138132,0.861778,JU1586
D,0.865712,0.865712,JU2513
D,1e-5,0.871335,NIC262
D,0.87241,0.87241,PB303
D,1e-5,0.875683,QX1793
D,1e-5,0.879196,MY16
D,1e-5,0.897654,JU1934
D,0.909434,0.909434,GXW1
D,1e-5,0.912188,JU778
D,1e-5,0.928485,ECA710
D,1e-5,0.931756,NIC252
D,0.934359,0.934359,ED3073
D,0.054657,0.945253,JU367
D,1e-5,0.954727,NIC236
D,0.960228,0.960228,MY2693
D,1e-5,0.968573,NIC272
D,1e-5,0.976914,JU1666
D,1e-5,0.97746,MY795
D,1e-5,0.991476,ECA724
D,0.00738,0.99253,JU751
D,0.003757,0.996153,JU2610
D,0.002319,0.997591,JU2600
D,1e-5,0.999881,ECA742
D,1e-5,0.999884,ECA723
D,1.1e-5,0.999887,JU3140
D,1e-5,0.999888,ECA36
D,1e-5,0.999889,JU2570
D,1e-5,0.999892,JU2250
D,0.999892,0.999892,JU3135
D,1e-5,0.999892,NIC514
D,1e-5,0.999894,XZ1514
D,1e-5,0.999895,ECA740
D,1e-5,0.999896,ECA777
D,1e-5,0.999896,ECA778
D,1e-5,0.999897,JU792
D,0.999897,0.999897,MY2585
D,1e-5,0.999897,NIC258
D,1e-5,0.999898,DL238
D,1e-5,0.999898,ECA741
D,1.2e-5,0.999898,ECA745
D,0.999899,0.999899,BRC20067
D,1e-5,0.999899,CB4857
D,1.1e-5,0.999899,ECA768
D,1e-5,0.999899,ECA812
D,1e-5,0.999899,JU2316
D,1.1e-5,0.999899,JU2526
D,0.999899,0.999899,MY2713
D,1.1e-5,0.999899,NIC265
D,1e-5,0.9999,CB4851
D,1e-5,0.9999,CB4856
D,1e-5,0.9999,CB4858
D,1e-5,0.9999,CX11262
D,1e-5,0.9999,CX11264
D,1e-5,0.9999,CX11314
D,1e-5,0.9999,ECA191
D,1e-5,0.9999,ECA252
D,1e-5,0.9999,ECA347
D,1e-5,0.9999,ECA348
D,1e-5,0.9999,ECA349
D,1e-5,0.9999,ECA363
D,1e-5,0.9999,ECA369
D,1e-5,0.9999,ECA396
D,1e-5,0.9999,ECA703
D,1e-5,0.9999,ECA705
D,1e-5,0.9999,ECA712
D,1e-5,0.9999,ECA722
D,1e-5,0.9999,ECA730
D,1e-5,0.9999,ECA732
D,1e-5,0.9999,ECA733
D,1e-5,0.9999,ECA744
D,1e-5,0.9999,ECA746
D,1e-5,0.9999,ECA760
D,1e-5,0.9999,ECA807
D,1e-5,0.9999,JU1213
D,1e-5,0.9999,JU1242
D,1e-5,0.9999,JU1249
D,1e-5,0.9999,JU1568
D,1e-5,0.9999,JU1580
D,1e-5,0.9999,JU1793
D,1e-5,0.9999,JU2257
D,0.9999,0.9999,JU2466
D,1e-5,0.9999,JU2522
D,1e-5,0.9999,JU2565
D,1e-5,0.9999,JU2581
D,1e-5,0.9999,JU2593
D,1e-5,0.9999,JU2825
D,1e-5,0.9999,JU2829
D,1e-5,0.9999,JU2866
D,1e-5,0.9999,JU3132
D,1e-5,0.9999,JU394
D,1e-5,0.9999,JU406
D,1e-5,0.9999,JU775
D,1e-5,0.9999,LKC34
D,1e-5,0.9999,LSJ1
D,1e-5,0.9999,MY18
D,1e-5,0.9999,N2
D,1e-5,0.9999,NIC261
D,1e-5,0.9999,NIC274
D,1e-5,0.9999,NIC276
D,1e-5,0.9999,NIC501
D,1e-5,0.9999,NIC513
D,1e-5,0.9999,PB306
D,1e-5,0.9999,PS2025
D,1e-5,0.9999,QG557
D,1e-5,0.9999,QX1211
D,0.9999,0.9999,RC301
E,1e-5,0.314001,NIC195
E,1e-5,0.327151,NIC526
E,1e-5,0.335005,ED3011
E,1e-5,0.351847,JU258
E,1e-5,0.366712,JU3144
E,1e-5,0.375155,NIC166
E,1e-5,0.377106,JU2478
E,1e-5,0.379173,JU2853
E,1e-5,0.38002,JU1400
E,1e-5,0.386104,QG2075
E,1e-5,0.40346,JU2017
E,0.044108,0.41168,JU3137
E,0.208736,0.416813,JU2879
E,1e-5,0.417336,NIC515
E,1e-5,0.420282,NIC522
E,1e-5,0.426445,JU2862
E,1e-5,0.430619,JU323
E,1e-5,0.438872,NIC242
E,1e-5,0.441877,CX11271
E,0.048434,0.452486,NIC268
E,1e-5,0.452711,MY518
E,1e-5,0.454041,JU2811
E,1e-5,0.456677,JU3125
E,0.143358,0.463138,NIC523
E,1e-5,0.467065,JU2800
E,1e-5,0.467578,NIC199
E,1e-5,0.484239,NIC3
E,1e-5,0.490751,MY2147
E,1e-5,0.493992,BRC20263
E,1e-5,0.494246,ED3046
E,1e-5,0.502314,JU2007
E,1e-5,0.502642,ED3049
E,1e-5,0.504377,WN2033
E,1e-5,0.505091,JU642
E,1e-5,0.506807,JU830
E,1e-5,0.507458,JU346
E,1e-5,0.509916,MY2453
E,0.510437,0.510437,MY23
E,1e-5,0.519928,QW947
E,1e-5,0.520035,JU2907
E,1e-5,0.520081,JU2906
E,1e-5,0.522272,QG536
E,1e-5,0.524188,JU2001
E,1e-5,0.533478,CB4854
E,1e-5,0.537535,NIC259
E,1e-5,0.537592,NIC1
E,1e-5,0.540785,ED3017
E,1e-5,0.542414,JU2578
E,1e-5,0.542764,AB1
E,1e-5,0.547199,JU2838
E,1e-5,0.549732,JU360
E,1e-5,0.551605,JU2234
E,1e-5,0.553552,JU2534
E,1e-5,0.554878,JU2576
E,0.061847,0.559108,QX1791
E,1e-5,0.566412,JU847
E,0.569182,0.569182,XZ1515
E,1e-5,0.569544,EG4349
E,1e-5,0.569549,EG4946
E,1e-5,0.574788,NIC2
E,1e-5,0.582604,JU1530
E,1e-5,0.582993,JU1652
E,1e-5,0.587041,JU310
E,1e-5,0.58748,ECA701
E,1e-5,0.591298,CX11276
E,1e-5,0.593241,EG4725
E,1e-5,0.593461,NIC1049
E,1e-5,0.59957,CX11307
E,1e-5,0.604814,CB4932
E,1e-5,0.604955,NIC277
E,1e-5,0.605505,JU2841
E,1e-5,0.60703,WN2050
E,1e-5,0.60954,JU3127
E,1e-5,0.611919,WN2002
E,1e-5,0.617716,JU2878
E,0.617955,0.617955,QX1792
E,1e-5,0.624069,MY10
E,1e-5,0.624136,XZ1516
E,1e-5,0.624523,NIC527
E,1e-5,0.626128,JU2464
E,1e-5,0.6276,KR314
E,1e-5,0.632621,MY1
E,1e-5,0.635893,JU1491
E,1e-5,0.641916,NIC256
E,1e-5,0.644812,JU1409
E,1e-5,0.64855,EG4724
E,1e-5,0.648635,JU440
E,1e-5,0.65206,JU1543
E,0.057705,0.653356,JU774
E,1e-5,0.654548,JU1896
E,1e-5,0.655669,JU2586
E,1e-5,0.656296,CX11254
E,1e-5,0.65758,JU1581
E,1e-5,0.659791,MY2573
E,1e-5,0.662305,CX11285
E,1e-5,0.664857,NIC511
E,1e-5,0.666187,MY2741
E,1e-5,0.66968,JU782
E,1e-5,0.670023,WN2001
E,1e-5,0.670979,NIC207
E,1e-5,0.671094,NIC266
E,1e-5,0.674056,JU2619
E,1e-5,0.675313,EG4347
E,1e-5,0.677598,ED3005
E,1e-5,0.679449,NIC255
E,1e-5,0.679556,ED3048
E,1e-5,0.682998,JU1200
E,1e-5,0.685008,NIC529
E,1e-5,0.685022,JU1808
E,1e-5,0.686517,JU2016
E,1e-5,0.687095,JU1440
E,1e-5,0.689435,JU1792
E,1e-5,0.690335,JT11398
E,1e-5,0.691917,NIC271
E,1e-5,0.692965,CB4853
E,1e-5,0.699168,NIC251
E,1.5e-5,0.701671,NIC260
E,1e-5,0.707546,MY772
E,1e-5,0.709448,JU2572
E,1e-5,0.713829,JU2519
E,0.720652,0.720652,ECA738
E,1e-5,0.72135,ED3012
E,1e-5,0.721979,ED3040
E,1e-5,0.722598,DL226
E,1.1e-5,0.725328,JU1212
E,1e-5,0.727048,CX11292
E,1e-5,0.730147,MY2212
E,1e-5,0.730226,PX179
E,1e-5,0.736236,DL200
E,1e-5,0.746648,JU1395
E,1e-5,0.74927,ED3052
E,1e-5,0.749686,JU1246
E,1e-5,0.75534,ED3077
E,1e-5,0.756458,MY2535
E,1e-5,0.758862,JU3128
E,0.045083,0.760836,NIC231
E,1e-5,0.762944,NIC528
E,1e-5,0.76489,JU3134
E,1e-5,0.765549,JU1172
E,0.766152,0.766152,ECA372
E,1e-5,0.770245,JU2566
E,1.1e-5,0.780312,JU2141
E,1e-5,0.780637,MY2530
E,1e-5,0.78102,JU1088
E,1e-5,0.782558,JU311
E,1e-5,0.785544,NIC267
E,1e-5,0.785725,JU561
E,1.4e-5,0.7884,JU397
E,1e-5,0.791614,JU2587
E,1.3e-5,0.792139,CB4852
E,1e-5,0.794023,NIC1107
E,1e-5,0.804639,MY920
E,1e-5,0.806142,QX1212
E,1e-5,0.809122,MY679
E,1e-5,0.815787,CB4855
E,1e-5,0.816724,JU2592
E,1e-5,0.830526,NIC275
E,1e-5,0.831556,JU2131
E,1e-5,0.83492,JU2575
E,1e-5,0.836765,NIC269
E,1e-5,0.840683,JU393
E,0.842304,0.842304,ECA189
E,0.843273,0.843273,XZ1513
E,0.84473,0.84473,ECA743
E,1e-5,0.845197,JU2106
E,0.855294,0.855294,QX1794
E,1e-5,0.855445,QX1233
E,1e-5,0.855784,CX11315
E,0.143163,0.856741,ECA706
E,0.139643,0.860267,QG556
E,1e-5,0.861778,JU1586
E,1e-5,0.865712,JU2513
E,1e-5,0.871335,NIC262
E,1e-5,0.87241,PB303
E,0.875683,0.875683,QX1793
E,0.120714,0.879196,MY16
E,1e-5,0.897654,JU1934
E,1e-5,0.909434,GXW1
E,0.055318,0.912188,JU778
E,0.928485,0.928485,ECA710
E,1e-5,0.931756,NIC252
E,1e-5,0.934359,ED3073
E,1e-5,0.945253,JU367
E,1e-5,0.954727,NIC236
E,1e-5,0.960228,MY2693
E,1.1e-5,0.968573,NIC272
E,1e-5,0.976914,JU1666
E,1e-5,0.97746,MY795
E,1e-5,0.991476,ECA724
E,1e-5,0.99253,JU751
E,1e-5,0.996153,JU2610
E,1e-5,0.997591,JU2600
E,1.3e-5,0.999881,ECA742
E,1e-5,0.999884,ECA723
E,1e-5,0.999887,JU3140
E,1e-5,0.999888,ECA36
E,1e-5,0.999889,JU2570
E,1.8e-5,0.999892,JU2250
E,1e-5,0.999892,JU3135
E,1e-5,0.999892,NIC514
E,1e-5,0.999894,XZ1514
E,1e-5,0.999895,ECA740
E,0.999896,0.999896,ECA777
E,0.999896,0.999896,ECA778
E,1.3e-5,0.999897,JU792
E,1e-5,0.999897,MY2585
E,1e-5,0.999897,NIC258
E,1e-5,0.999898,DL238
E,1e-5,0.999898,ECA741
E,1e-5,0.999898,ECA745
E,1e-5,0.999899,BRC20067
E,1e-5,0.999899,CB4857
E,0.999899,0.999899,ECA768
E,0.999899,0.999899,ECA812
E,1e-5,0.999899,JU2316
E,1e-5,0.999899,JU2526
E,1e-5,0.999899,MY2713
E,1e-5,0.999899,NIC265
E,1e-5,0.9999,CB4851
E,1e-5,0.9999,CB4856
E,1e-5,0.9999,CB4858
E,1e-5,0.9999,CX11262
E,1e-5,0.9999,CX11264
E,1e-5,0.9999,CX11314
E,1e-5,0.9999,ECA191
E,1e-5,0.9999,ECA252
E,1e-5,0.9999,ECA347
E,1e-5,0.9999,ECA348
E,1e-5,0.9999,ECA349
E,1e-5,0.9999,ECA363
E,1e-5,0.9999,ECA369
E,1e-5,0.9999,ECA396
E,1e-5,0.9999,ECA703
E,0.9999,0.9999,ECA705
E,0.9999,0.9999,ECA712
E,1e-5,0.9999,ECA722
E,1e-5,0.9999,ECA730
E,1e-5,0.9999,ECA732
E,1e-5,0.9999,ECA733
E,1e-5,0.9999,ECA744
E,1e-5,0.9999,ECA746
E,0.9999,0.9999,ECA760
E,0.9999,0.9999,ECA807
E,1e-5,0.9999,JU1213
E,1e-5,0.9999,JU1242
E,1e-5,0.9999,JU1249
E,1e-5,0.9999,JU1568
E,1e-5,0.9999,JU1580
E,1e-5,0.9999,JU1793
E,1e-5,0.9999,JU2257
E,1e-5,0.9999,JU2466
E,1e-5,0.9999,JU2522
E,1e-5,0.9999,JU2565
E,1e-5,0.9999,JU2581
E,1e-5,0.9999,JU2593
E,1e-5,0.9999,JU2825
E,1e-5,0.9999,JU2829
E,1e-5,0.9999,JU2866
E,1e-5,0.9999,JU3132
E,1e-5,0.9999,JU394
E,1e-5,0.9999,JU406
E,1e-5,0.9999,JU775
E,1e-5,0.9999,LKC34
E,1e-5,0.9999,LSJ1
E,1e-5,0.9999,MY18
E,1e-5,0.9999,N2
E,1e-5,0.9999,NIC261
E,1e-5,0.9999,NIC274
E,1e-5,0.9999,NIC276
E,1e-5,0.9999,NIC501
E,1e-5,0.9999,NIC513
E,1e-5,0.9999,PB306
E,1e-5,0.9999,PS2025
E,1e-5,0.9999,QG557
E,1e-5,0.9999,QX1211
E,1e-5,0.9999,RC301
F,1e-5,0.314001,NIC195
F,1e-5,0.327151,NIC526
F,1e-5,0.335005,ED3011
F,1e-5,0.351847,JU258
F,1e-5,0.366712,JU3144
F,1e-5,0.375155,NIC166
F,1e-5,0.377106,JU2478
F,1e-5,0.379173,JU2853
F,1e-5,0.38002,JU1400
F,1e-5,0.386104,QG2075
F,1e-5,0.40346,JU2017
F,1e-5,0.41168,JU3137
F,1e-5,0.416813,JU2879
F,1e-5,0.417336,NIC515
F,1e-5,0.420282,NIC522
F,1e-5,0.426445,JU2862
F,1e-5,0.430619,JU323
F,1e-5,0.438872,NIC242
F,1e-5,0.441877,CX11271
F,1e-5,0.452486,NIC268
F,1e-5,0.452711,MY518
F,1e-5,0.454041,JU2811
F,1e-5,0.456677,JU3125
F,1.4e-5,0.463138,NIC523
F,1e-5,0.467065,JU2800
F,1e-5,0.467578,NIC199
F,1e-5,0.484239,NIC3
F,1e-5,0.490751,MY2147
F,1e-5,0.493992,BRC20263
F,1e-5,0.494246,ED3046
F,1e-5,0.502314,JU2007
F,1e-5,0.502642,ED3049
F,1e-5,0.504377,WN2033
F,1e-5,0.505091,JU642
F,1.3e-5,0.506807,JU830
F,1e-5,0.507458,JU346
F,1e-5,0.509916,MY2453
F,1e-5,0.510437,MY23
F,0.048502,0.519928,QW947
F,1e-5,0.520035,JU2907
F,1e-5,0.520081,JU2906
F,1e-5,0.522272,QG536
F,1.7e-5,0.524188,JU2001
F,1e-5,0.533478,CB4854
F,1e-5,0.537535,NIC259
F,1e-5,0.537592,NIC1
F,1e-5,0.540785,ED3017
F,1e-5,0.542414,JU2578
F,1e-5,0.542764,AB1
F,1e-5,0.547199,JU2838
F,1e-5,0.549732,JU360
F,1e-5,0.551605,JU2234
F,1e-5,0.553552,JU2534
F,1e-5,0.554878,JU2576
F,1e-5,0.559108,QX1791
F,1e-5,0.566412,JU847
F,0.096351,0.569182,XZ1515
F,1e-5,0.569544,EG4349
F,1e-5,0.569549,EG4946
F,1e-5,0.574788,NIC2
F,1e-5,0.582604,JU1530
F,1e-5,0.582993,JU1652
F,1e-5,0.587041,JU310
F,0.58748,0.58748,ECA701
F,1e-5,0.591298,CX11276
F,1e-5,0.593241,EG4725
F,1e-5,0.593461,NIC1049
F,1e-5,0.59957,CX11307
F,1e-5,0.604814,CB4932
F,1e-5,0.604955,NIC277
F,1e-5,0.605505,JU2841
F,1e-5,0.60703,WN2050
F,1e-5,0.60954,JU3127
F,1e-5,0.611919,WN2002
F,1e-5,0.617716,JU2878
F,1e-5,0.617955,QX1792
F,1e-5,0.624069,MY10
F,0.624136,0.624136,XZ1516
F,1e-5,0.624523,NIC527
F,1e-5,0.626128,JU2464
F,1e-5,0.6276,KR314
F,1e-5,0.632621,MY1
F,1e-5,0.635893,JU1491
F,1e-5,0.641916,NIC256
F,1e-5,0.644812,JU1409
F,1e-5,0.64855,EG4724
F,1e-5,0.648635,JU440
F,1e-5,0.65206,JU1543
F,1e-5,0.653356,JU774
F,1e-5,0.654548,JU1896
F,1e-5,0.655669,JU2586
F,1e-5,0.656296,CX11254
F,1e-5,0.65758,JU1581
F,1e-5,0.659791,MY2573
F,1e-5,0.662305,CX11285
F,1e-5,0.664857,NIC511
F,1e-5,0.666187,MY2741
F,1e-5,0.66968,JU782
F,1e-5,0.670023,WN2001
F,1.1e-5,0.670979,NIC207
F,1e-5,0.671094,NIC266
F,1e-5,0.674056,JU2619
F,1e-5,0.675313,EG4347
F,1e-5,0.677598,ED3005
F,1e-5,0.679449,NIC255
F,1e-5,0.679556,ED3048
F,1e-5,0.682998,JU1200
F,1e-5,0.685008,NIC529
F,1e-5,0.685022,JU1808
F,1e-5,0.686517,JU2016
F,1e-5,0.687095,JU1440
F,1e-5,0.689435,JU1792
F,1e-5,0.690335,JT11398
F,1e-5,0.691917,NIC271
F,1e-5,0.692965,CB4853
F,1e-5,0.699168,NIC251
F,1e-5,0.701671,NIC260
F,1e-5,0.707546,MY772
F,1e-5,0.709448,JU2572
F,1e-5,0.713829,JU2519
F,1e-5,0.720652,ECA738
F,1e-5,0.72135,ED3012
F,1e-5,0.721979,ED3040
F,1e-5,0.722598,DL226
F,1e-5,0.725328,JU1212
F,1e-5,0.727048,CX11292
F,1e-5,0.730147,MY2212
F,1e-5,0.730226,PX179
F,1e-5,0.736236,DL200
F,1e-5,0.746648,JU1395
F,1e-5,0.74927,ED3052
F,1e-5,0.749686,JU1246
F,1e-5,0.75534,ED3077
F,1e-5,0.756458,MY2535
F,1e-5,0.758862,JU3128
F,1e-5,0.760836,NIC231
F,1e-5,0.762944,NIC528
F,1e-5,0.76489,JU3134
F,1e-5,0.765549,JU1172
F,1e-5,0.766152,ECA372
F,1e-5,0.770245,JU2566
F,1.1e-5,0.780312,JU2141
F,1e-5,0.780637,MY2530
F,1e-5,0.78102,JU1088
F,1e-5,0.782558,JU311
F,1e-5,0.785544,NIC267
F,1e-5,0.785725,JU561
F,1e-5,0.7884,JU397
F,1e-5,0.791614,JU2587
F,1e-5,0.792139,CB4852
F,1e-5,0.794023,NIC1107
F,1e-5,0.804639,MY920
F,1e-5,0.806142,QX1212
F,1e-5,0.809122,MY679
F,1e-5,0.815787,CB4855
F,1e-5,0.816724,JU2592
F,1e-5,0.830526,NIC275
F,1e-5,0.831556,JU2131
F,1e-5,0.83492,JU2575
F,1e-5,0.836765,NIC269
F,1e-5,0.840683,JU393
F,1e-5,0.842304,ECA189
F,1e-5,0.843273,XZ1513
F,1e-5,0.84473,ECA743
F,1e-5,0.845197,JU2106
F,1e-5,0.855294,QX1794
F,1e-5,0.855445,QX1233
F,1e-5,0.855784,CX11315
F,1e-5,0.856741,ECA706
F,1e-5,0.860267,QG556
F,1e-5,0.861778,JU1586
F,1e-5,0.865712,JU2513
F,1e-5,0.871335,NIC262
F,1e-5,0.87241,PB303
F,1e-5,0.875683,QX1793
F,1e-5,0.879196,MY16
F,1e-5,0.897654,JU1934
F,1e-5,0.909434,GXW1
F,1e-5,0.912188,JU778
F,1e-5,0.928485,ECA710
F,1e-5,0.931756,NIC252
F,1e-5,0.934359,ED3073
F,1e-5,0.945253,JU367
F,1e-5,0.954727,NIC236
F,1e-5,0.960228,MY2693
F,1e-5,0.968573,NIC272
F,1e-5,0.976914,JU1666
F,1e-5,0.97746,MY795
F,0.991476,0.991476,ECA724
F,1e-5,0.99253,JU751
F,1e-5,0.996153,JU2610
F,1e-5,0.997591,JU2600
F,0.999881,0.999881,ECA742
F,1e-5,0.999884,ECA723
F,1e-5,0.999887,JU3140
F,0.999888,0.999888,ECA36
F,1e-5,0.999889,JU2570
F,1e-5,0.999892,JU2250
F,1e-5,0.999892,JU3135
F,1e-5,0.999892,NIC514
F,0.999894,0.999894,XZ1514
F,0.999895,0.999895,ECA740
F,1e-5,0.999896,ECA777
F,1e-5,0.999896,ECA778
F,1e-5,0.999897,JU792
F,1e-5,0.999897,MY2585
F,1e-5,0.999897,NIC258
F,1e-5,0.999898,DL238
F,0.999898,0.999898,ECA741
F,1e-5,0.999898,ECA745
F,1e-5,0.999899,BRC20067
F,1.1e-5,0.999899,CB4857
F,1e-5,0.999899,ECA768
F,1e-5,0.999899,ECA812
F,1e-5,0.999899,JU2316
F,1e-5,0.999899,JU2526
F,1e-5,0.999899,MY2713
F,1e-5,0.999899,NIC265
F,1e-5,0.9999,CB4851
F,1e-5,0.9999,CB4856
F,1e-5,0.9999,CB4858
F,1e-5,0.9999,CX11262
F,1e-5,0.9999,CX11264
F,1e-5,0.9999,CX11314
F,1e-5,0.9999,ECA191
F,1e-5,0.9999,ECA252
F,0.9999,0.9999,ECA347
F,1e-5,0.9999,ECA348
F,1e-5,0.9999,ECA349
F,0.9999,0.9999,ECA363
F,1e-5,0.9999,ECA369
F,1e-5,0.9999,ECA396
F,1e-5,0.9999,ECA703
F,1e-5,0.9999,ECA705
F,1e-5,0.9999,ECA712
F,1e-5,0.9999,ECA722
F,1e-5,0.9999,ECA730
F,1e-5,0.9999,ECA732
F,1e-5,0.9999,ECA733
F,1e-5,0.9999,ECA744
F,1e-5,0.9999,ECA746
F,1e-5,0.9999,ECA760
F,1e-5,0.9999,ECA807
F,1e-5,0.9999,JU1213
F,1e-5,0.9999,JU1242
F,1e-5,0.9999,JU1249
F,1e-5,0.9999,JU1568
F,1e-5,0.9999,JU1580
F,1e-5,0.9999,JU1793
F,1e-5,0.9999,JU2257
F,1e-5,0.9999,JU2466
F,1e-5,0.9999,JU2522
F,1e-5,0.9999,JU2565
F,1e-5,0.9999,JU2581
F,1e-5,0.9999,JU2593
F,1e-5,0.9999,JU2825
F,1e-5,0.9999,JU2829
F,1e-5,0.9999,JU2866
F,1e-5,0.9999,JU3132
F,1e-5,0.9999,JU394
F,1e-5,0.9999,JU406
F,1e-5,0.9999,JU775
F,1e-5,0.9999,LKC34
F,1e-5,0.9999,LSJ1
F,1e-5,0.9999,MY18
F,1e-5,0.9999,N2
F,1e-5,0.9999,NIC261
F,1e-5,0.9999,NIC274
F,1e-5,0.9999,NIC276
F,1e-5,0.9999,NIC501
