chromosome,isotype,fraction_swept_haplotype_on_chromosome,pop_assignment,A,B,C,D,E,F,G,H,I,J,K,Hawaiian,genome_swept_hap_length,genome_max_length,genome_frac_swept
II,XZ1513,0.025552960166065286,E,1e-5,1e-5,0.156637,1e-5,0.843273,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,15048046,100089639,0.15034569162548383
II,XZ1514,0.003444522057644492,F,1e-5,1.2e-5,1e-5,1e-5,1e-5,0.999894,1e-5,1e-5,1.3e-5,1e-5,1e-5,TRUE,1071398,100089639,0.010704384696601814
II,XZ1515,0.03154962372390466,E,1e-5,1e-5,0.334387,1e-5,0.569182,0.096351,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,17483115,100089639,0.174674573459097
II,XZ1516,9.22548489868723e-4,F,0.174719,1e-5,1e-5,1e-5,1e-5,0.624136,1e-5,0.201065,1e-5,1e-5,1e-5,TRUE,15079,100089639,1.5065495440542054e-4
III,CB4853,0.1361980572094311,C,1e-5,1e-5,0.692965,0.306945,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,61711850,100089639,0.6165658165676869
III,CB4855,0.11177917977728533,C,1e-5,1e-5,0.815787,0.184123,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,51460060,100089639,0.5141397302871679
III,CB4856,0.025757088083826252,A,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,3347671,100089639,0.03344672868687237
III,CB4857,0.13879555523253725,C,1e-5,1e-5,0.999899,1e-5,1e-5,1.1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,55517237,100089639,0.5546751647290885
III,CB4858,0.13879555523253725,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,60689498,100089639,0.6063514526213847
III,CX11254,0.07408180532320463,C,1e-5,1e-5,0.656296,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.237537,0.106087,FALSE,46254220,100089639,0.4621279531240991
III,CX11262,0.06157918150532035,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,38381772,100089639,0.3834739777610747
III,CX11264,0.09728278109666184,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,34258305,100089639,0.3422762370039121
III,CX11276,0.12020088189323518,C,1e-5,0.015529,0.591298,0.185454,1e-5,1e-5,1e-5,1e-5,0.009696,0.197963,1e-5,FALSE,58350744,100089639,0.5829848582029554
III,CX11285,0.1625760761973413,C,1.1e-5,1e-5,0.662305,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.337604,1e-5,FALSE,44207713,100089639,0.441681211378932
III,CX11292,0.13879555523253725,C,1e-5,1e-5,0.727048,0.272862,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,63494663,100089639,0.6343779799225772
III,CX11307,0.058671653669253664,C,1e-5,1e-5,0.59957,0.183651,1e-5,1e-5,0.038083,1e-5,0.070271,0.057709,0.050666,FALSE,40583755,100089639,0.4054740870830796
III,CX11314,0.08975348563904877,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,48269418,100089639,0.48226188526866404
III,CX11315,0.1140261335528567,C,1e-5,1e-5,0.855784,0.144126,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,55969862,100089639,0.5591973610775037
III,DL226,0.06853219906469742,C,1e-5,0.054011,0.722598,0.137152,1e-5,1e-5,1e-5,2e-5,1e-5,0.070261,0.015908,FALSE,52614627,100089639,0.5256750601328475
III,DL238,0.01632027430159976,A,0.999898,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1.2e-5,1e-5,1e-5,TRUE,2895303,100089639,0.028927100036798013
III,ECA189,0.0943692995264821,E,1e-5,1e-5,0.157606,1e-5,0.842304,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,17389914,100089639,0.17374339815532755
III,ECA191,0.006916496483049392,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,459647,100089639,0.0045923534602817385
III,ECA347,1.6634152259779718e-4,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,115824,100089639,0.0011572026950761607
III,ECA348,0.08412604519799034,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,26624958,100089639,0.26601113028292567
III,ECA349,0.13879555523253725,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,47850347,100089639,0.47807492841491817
III,ECA36,0.004861732148908118,F,1.3e-5,1.9e-5,1e-5,1e-5,1e-5,0.999888,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,302212,100089639,0.0030194134279972777
III,ECA363,1.5298192410020017e-4,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,707350,100089639,0.007067165063908363
III,ECA369,0.04730430529761083,A,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,2317366,100089639,0.02315290596662058
III,ECA372,0.14583076336527995,E,1.8e-5,1e-5,0.232283,1e-5,0.766152,1e-5,1e-5,1e-5,1e-5,0.001477,1e-5,TRUE,14575644,100089639,0.14562590239735004
III,ECA396,0.011818017001396005,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,680265,100089639,0.006796557633702725
III,ECA701,0.002717443983530229,F,0.250814,1e-5,1e-5,1e-5,1e-5,0.58748,1e-5,0.161626,1e-5,1e-5,1e-5,TRUE,181973,100089639,0.0018181002730961993
III,ECA703,0.07530050565354249,A,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,5438720,100089639,0.05433849151958676
III,ECA705,0.07346835289001878,E,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,13230104,100089639,0.1321825528814226
III,ECA706,0.09861866833990797,A,0.856741,1e-5,1e-5,1e-5,0.143163,1e-5,1e-5,1.6e-5,1e-5,1e-5,1e-5,TRUE,6287738,100089639,0.06282106782301412
III,ECA710,0.07682364509529568,E,1e-5,1e-5,0.071425,1e-5,0.928485,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,13461028,100089639,0.13448972475562632
III,ECA712,0.07206603068685254,E,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,11054263,100089639,0.11044362943501075
III,ECA722,0.01086578257587435,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,871800,100089639,0.008710192270750422
III,ECA723,0.0042270060072451135,H,1.3e-5,1.6e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999884,1.7e-5,1e-5,1e-5,TRUE,495633,100089639,0.004951891174270296
III,ECA724,0.024974535080526796,F,1e-5,1e-5,0.008431,1e-5,1e-5,0.991476,1.3e-5,1e-5,1e-5,1e-5,1e-5,TRUE,1184468,100089639,0.011834072056149588
III,ECA730,0.0042270060072451135,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,1300314,100089639,0.012991494554196563
III,ECA732,0.03056574487131185,A,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,2459989,100089639,0.024577858653281784
III,ECA733,0.03056574487131185,A,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,2515978,100089639,0.02513724722296181
III,ECA738,0.0924420322301766,E,1e-5,1e-5,0.279258,1e-5,0.720652,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,11415172,100089639,0.11404948718018655
III,ECA740,0.0021177867879234166,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.999895,1e-5,1e-5,1.5e-5,1e-5,1e-5,TRUE,245004,100089639,0.002447845775525277
III,ECA741,1.5298192410020017e-4,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.999898,1e-5,1.2e-5,1e-5,1e-5,1e-5,TRUE,513117,100089639,0.005126574589803446
III,ECA742,0.004861732148908118,F,1e-5,1.2e-5,1e-5,1e-5,1.3e-5,0.999881,1e-5,1.6e-5,1e-5,1.8e-5,1e-5,TRUE,303556,100089639,0.003032841391305248
III,ECA743,0.1037168072970127,E,1e-5,0.044726,0.025694,0.052205,0.84473,1e-5,1e-5,1e-5,0.032585,1e-5,1e-5,TRUE,16035610,100089639,0.16021248712866273
III,ECA744,0.020194993504984327,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,849596,100089639,0.008488351126933328
III,ECA745,0.006271750642513191,H,1e-5,1e-5,1e-5,1.2e-5,1e-5,1e-5,1e-5,0.999898,1e-5,1e-5,1e-5,TRUE,452478,100089639,0.004520727664928435
III,ECA746,0.009731523620822939,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,1038498,100089639,0.010375679344792122
III,ECA760,0.010921544378299104,E,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,12683445,100089639,0.12672085868947933
III,ECA768,0.021536907088857086,E,1e-5,1e-5,1e-5,1.1e-5,0.999899,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,6682588,100089639,0.06676603159693682
III,ECA777,0.010921544378299104,E,1e-5,1e-5,1e-5,1e-5,0.999896,1e-5,1e-5,1e-5,1.4e-5,1e-5,1e-5,TRUE,12833522,100089639,0.1282202846190703
III,ECA778,0.07034598238028693,E,1e-5,1e-5,1e-5,1e-5,0.999896,1e-5,1e-5,1e-5,1.4e-5,1e-5,1e-5,TRUE,12568012,100089639,0.12556756249265721
III,ECA807,0.059780645557581356,E,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,7087034,100089639,0.07080686943031136
III,ECA812,0.07206603068685254,E,1e-5,1e-5,1e-5,1e-5,0.999899,1e-5,1e-5,1.1e-5,1e-5,1e-5,1e-5,TRUE,7581509,100089639,0.0757471909754815
III,ED3011,0.21039537949573178,C,1e-5,1e-5,0.335005,0.242701,1e-5,1e-5,1e-5,1e-5,1e-5,0.135938,0.286286,FALSE,56474072,100089639,0.5642349454372595
III,JU1172,0.2495285477557363,C,1e-5,1e-5,0.765549,0.234361,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,61572965,100089639,0.615178210403976
III,JU2016,0.13879555523253725,C,1e-5,1e-5,0.686517,0.313393,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,62607866,100089639,0.6255179519630398
III,JU2017,0.13017955808626366,C,0.130618,0.068426,0.40346,0.272208,1e-5,1e-5,1e-5,1e-5,1e-5,0.085963,0.039275,FALSE,45922442,100089639,0.4588131444854147
III,JU2862,0.13879555523253725,C,1e-5,0.003358,0.426445,0.334683,1e-5,1e-5,0.030298,1e-5,0.135274,0.069892,1e-5,FALSE,54144389,100089639,0.5409589797801149
III,JU2866,0.13879555523253725,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,50771086,100089639,0.5072561606501548
III,MY23,0.05800599715280818,E,1e-5,1e-5,1e-5,1e-5,0.510437,1e-5,1e-5,1e-5,1e-5,1e-5,0.489473,FALSE,10794302,100089639,0.10784634761246366
III,PB306,0.054628922993459096,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,33704149,100089639,0.3367396399541415
III,PS2025,0.08412604519799034,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,30506886,100089639,0.30479564423246647
III,QG556,0.06589752650664142,C,1e-5,1e-5,0.860267,1e-5,0.139643,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,29772807,100089639,0.297461428550062
III,QG557,0.12749348011659734,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,46090020,100089639,0.46048742367828904
III,QX1211,0.004861732148908118,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,439015,100089639,0.004386218237833788
III,QX1212,0.13879555523253725,C,0.043174,1e-5,0.806142,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.150604,FALSE,46430681,100089639,0.463890982761962
III,QX1233,0.06860625770854278,C,1e-5,1e-5,0.855445,0.144465,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,48020451,100089639,0.4797744449852597
III,QX1791,0.08286632218748323,A,0.559108,0.107565,0.137053,1e-5,0.061847,1e-5,1e-5,1e-5,1e-5,1e-5,0.134366,TRUE,19071168,100089639,0.19054088105962697
III,QX1792,0.11345726151900523,E,1e-5,1e-5,1e-5,0.220457,0.617955,1e-5,1e-5,1e-5,1e-5,0.161508,1e-5,TRUE,26507474,100089639,0.2648373424545971
III,QX1793,0.14589828742290367,E,1e-5,1e-5,1e-5,1e-5,0.875683,1e-5,1e-5,1.2e-5,1e-5,0.124224,1e-5,TRUE,14026859,100089639,0.14014296724559072
III,QX1794,0.052137212660630115,E,1e-5,1e-5,0.10701,0.037616,0.855294,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,11802225,100089639,0.11791655078304358
III,XZ1513,0.09327083558262261,E,1e-5,1e-5,0.156637,1e-5,0.843273,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,15048046,100089639,0.15034569162548383
III,XZ1514,0.007282651131002553,F,1e-5,1.2e-5,1e-5,1e-5,1e-5,0.999894,1e-5,1e-5,1.3e-5,1e-5,1e-5,TRUE,1071398,100089639,0.010704384696601814
III,XZ1515,0.1376257916923482,E,1e-5,1e-5,0.334387,1e-5,0.569182,0.096351,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,17483115,100089639,0.174674573459097
III,XZ1516,0,F,0.174719,1e-5,1e-5,1e-5,1e-5,0.624136,1e-5,0.201065,1e-5,1e-5,1e-5,TRUE,15079,100089639,1.5065495440542054e-4
IV,CB4853,0.9914166891995561,C,1e-5,1e-5,0.692965,0.306945,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,61711850,100089639,0.6165658165676869
IV,CB4855,0.588737786657915,C,1e-5,1e-5,0.815787,0.184123,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,51460060,100089639,0.5141397302871679
IV,CB4856,0.0617539348846511,A,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,3347671,100089639,0.03344672868687237
IV,CB4857,0.9459918175223546,C,1e-5,1e-5,0.999899,1e-5,1e-5,1.1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,55517237,100089639,0.5546751647290885
IV,CB4858,0.9459918175223546,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,60689498,100089639,0.6063514526213847
IV,CX11254,0.8721430532305972,C,1e-5,1e-5,0.656296,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.237537,0.106087,FALSE,46254220,100089639,0.4621279531240991
IV,CX11262,0.9321477364021179,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,38381772,100089639,0.3834739777610747
IV,CX11264,0.8571364355560509,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,34258305,100089639,0.3422762370039121
IV,CX11276,0.9459918175223546,C,1e-5,0.015529,0.591298,0.185454,1e-5,1e-5,1e-5,1e-5,0.009696,0.197963,1e-5,FALSE,58350744,100089639,0.5829848582029554
IV,CX11285,0.6411432098714467,C,1.1e-5,1e-5,0.662305,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.337604,1e-5,FALSE,44207713,100089639,0.441681211378932
IV,CX11292,0.9459918175223546,C,1e-5,1e-5,0.727048,0.272862,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,63494663,100089639,0.6343779799225772
IV,CX11307,0.9731289273450202,C,1e-5,1e-5,0.59957,0.183651,1e-5,1e-5,0.038083,1e-5,0.070271,0.057709,0.050666,FALSE,40583755,100089639,0.4054740870830796
IV,CX11314,0.9459918175223546,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,48269418,100089639,0.48226188526866404
IV,CX11315,0.8571364355560509,C,1e-5,1e-5,0.855784,0.144126,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,55969862,100089639,0.5591973610775037
IV,DL226,0.8685529848567516,C,1e-5,0.054011,0.722598,0.137152,1e-5,1e-5,1e-5,2e-5,1e-5,0.070261,0.015908,FALSE,52614627,100089639,0.5256750601328475
IV,DL238,0.024291028148796422,A,0.999898,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1.2e-5,1e-5,1e-5,TRUE,2895303,100089639,0.028927100036798013
IV,ECA189,0.08470388343168682,E,1e-5,1e-5,0.157606,1e-5,0.842304,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,17389914,100089639,0.17374339815532755
IV,ECA191,1.2516360712456709e-4,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,459647,100089639,0.0045923534602817385
IV,ECA347,3.3254645960718696e-6,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,115824,100089639,0.0011572026950761607
IV,ECA348,0.7251550526535717,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,26624958,100089639,0.26601113028292567
IV,ECA349,0.8398150078446563,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,47850347,100089639,0.47807492841491817
IV,ECA36,3.3254645960718696e-6,F,1.3e-5,1.9e-5,1e-5,1e-5,1e-5,0.999888,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,302212,100089639,0.0030194134279972777
IV,ECA363,3.3254645960718696e-6,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,707350,100089639,0.007067165063908363
IV,ECA369,0.05221925453174821,A,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,2317366,100089639,0.02315290596662058
IV,ECA372,0.08187001423986874,E,1.8e-5,1e-5,0.232283,1e-5,0.766152,1e-5,1e-5,1e-5,1e-5,0.001477,1e-5,TRUE,14575644,100089639,0.14562590239735004
IV,ECA396,0,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,680265,100089639,0.006796557633702725
IV,ECA701,0.004726918580930227,F,0.250814,1e-5,1e-5,1e-5,1e-5,0.58748,1e-5,0.161626,1e-5,1e-5,1e-5,TRUE,181973,100089639,0.0018181002730961993
IV,ECA703,0.03223086154990043,A,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,5438720,100089639,0.05433849151958676
IV,ECA705,0.09029416142447308,E,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,13230104,100089639,0.1321825528814226
IV,ECA706,0.07876076217813803,A,0.856741,1e-5,1e-5,1e-5,0.143163,1e-5,1e-5,1.6e-5,1e-5,1e-5,1e-5,TRUE,6287738,100089639,0.06282106782301412
IV,ECA710,0.06554674192766403,E,1e-5,1e-5,0.071425,1e-5,0.928485,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,13461028,100089639,0.13448972475562632
IV,ECA712,0.07092654094575754,E,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,11054263,100089639,0.11044362943501075
IV,ECA722,0.002343019150318568,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,871800,100089639,0.008710192270750422
IV,ECA723,1.2516360712456709e-4,H,1.3e-5,1.6e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999884,1.7e-5,1e-5,1e-5,TRUE,495633,100089639,0.004951891174270296
IV,ECA724,4.4693097459276245e-4,F,1e-5,1e-5,0.008431,1e-5,1e-5,0.991476,1.3e-5,1e-5,1e-5,1e-5,1e-5,TRUE,1184468,100089639,0.011834072056149588
IV,ECA730,1.2516360712456709e-4,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,1300314,100089639,0.012991494554196563
IV,ECA732,0.0036547429266794687,A,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,2459989,100089639,0.024577858653281784
IV,ECA733,0.00526937065926533,A,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,2515978,100089639,0.02513724722296181
IV,ECA738,0.06396227271882876,E,1e-5,1e-5,0.279258,1e-5,0.720652,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,11415172,100089639,0.11404948718018655
IV,ECA740,0,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.999895,1e-5,1e-5,1.5e-5,1e-5,1e-5,TRUE,245004,100089639,0.002447845775525277
IV,ECA741,0,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.999898,1e-5,1.2e-5,1e-5,1e-5,1e-5,TRUE,513117,100089639,0.005126574589803446
IV,ECA742,0,F,1e-5,1.2e-5,1e-5,1e-5,1.3e-5,0.999881,1e-5,1.6e-5,1e-5,1.8e-5,1e-5,TRUE,303556,100089639,0.003032841391305248
IV,ECA743,0.09198751093103147,E,1e-5,0.044726,0.025694,0.052205,0.84473,1e-5,1e-5,1e-5,0.032585,1e-5,1e-5,TRUE,16035610,100089639,0.16021248712866273
IV,ECA744,0.005478301572853017,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,849596,100089639,0.008488351126933328
IV,ECA745,0,H,1e-5,1e-5,1e-5,1.2e-5,1e-5,1e-5,1e-5,0.999898,1e-5,1e-5,1e-5,TRUE,452478,100089639,0.004520727664928435
IV,ECA746,0,H,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,TRUE,1038498,100089639,0.010375679344792122
IV,ECA760,0.061124562042046256,E,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,12683445,100089639,0.12672085868947933
IV,ECA768,0.07081811933280631,E,1e-5,1e-5,1e-5,1.1e-5,0.999899,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,6682588,100089639,0.06676603159693682
IV,ECA777,0.061124562042046256,E,1e-5,1e-5,1e-5,1e-5,0.999896,1e-5,1e-5,1e-5,1.4e-5,1e-5,1e-5,TRUE,12833522,100089639,0.1282202846190703
IV,ECA778,0.08256429097769347,E,1e-5,1e-5,1e-5,1e-5,0.999896,1e-5,1e-5,1e-5,1.4e-5,1e-5,1e-5,TRUE,12568012,100089639,0.12556756249265721
IV,ECA807,0.08256429097769347,E,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,7087034,100089639,0.07080686943031136
IV,ECA812,0.08256429097769347,E,1e-5,1e-5,1e-5,1e-5,0.999899,1e-5,1e-5,1.1e-5,1e-5,1e-5,1e-5,TRUE,7581509,100089639,0.0757471909754815
IV,ED3011,0.7264924627771574,C,1e-5,1e-5,0.335005,0.242701,1e-5,1e-5,1e-5,1e-5,1e-5,0.135938,0.286286,FALSE,56474072,100089639,0.5642349454372595
IV,JU1172,0.9459918175223546,C,1e-5,1e-5,0.765549,0.234361,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,61572965,100089639,0.615178210403976
IV,JU2016,0.9459918175223546,C,1e-5,1e-5,0.686517,0.313393,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,62607866,100089639,0.6255179519630398
IV,JU2017,0.5140427489620537,C,0.130618,0.068426,0.40346,0.272208,1e-5,1e-5,1e-5,1e-5,1e-5,0.085963,0.039275,FALSE,45922442,100089639,0.4588131444854147
IV,JU2862,0.8574348100001536,C,1e-5,0.003358,0.426445,0.334683,1e-5,1e-5,0.030298,1e-5,0.135274,0.069892,1e-5,FALSE,54144389,100089639,0.5409589797801149
IV,JU2866,0.956803590951342,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,50771086,100089639,0.5072561606501548
IV,MY23,0.08100264133625883,E,1e-5,1e-5,1e-5,1e-5,0.510437,1e-5,1e-5,1e-5,1e-5,1e-5,0.489473,FALSE,10794302,100089639,0.10784634761246366
IV,PB306,0.9459918175223546,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,33704149,100089639,0.3367396399541415
IV,PS2025,0.7558078092458466,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,30506886,100089639,0.30479564423246647
IV,QG556,0.7731153044072956,C,1e-5,1e-5,0.860267,1e-5,0.139643,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,29772807,100089639,0.297461428550062
IV,QG557,0.6144396718293931,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,46090020,100089639,0.46048742367828904
IV,QX1211,3.3254645960718696e-6,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,439015,100089639,0.004386218237833788
IV,QX1212,0.9459918175223546,C,0.043174,1e-5,0.806142,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.150604,FALSE,46430681,100089639,0.463890982761962
IV,QX1233,0.5543673326540212,C,1e-5,1e-5,0.855445,0.144465,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,48020451,100089639,0.4797744449852597
IV,QX1791,0.047435115025526955,A,0.559108,0.107565,0.137053,1e-5,0.061847,1e-5,1e-5,1e-5,1e-5,1e-5,0.134366,TRUE,19071168,100089639,0.19054088105962697
